A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	class
-665.0	2166.0	186.0	715.0	-2045.0	-2029.0	94.0	-3457.0	4318.0	-2472.0	8.0	-2332.0	-414.0	-1057.0	1554.0	-581.0	1046.0	1779.0	1404.0	-461.0	0
1018.0	144.0	-666.0	936.0	-644.0	-1219.0	1523.0	1112.0	1314.0	1281.0	497.0	-1365.0	-595.0	-331.0	626.0	869.0	894.0	1272.0	1021.0	-129.0	1
-296.0	854.0	54.0	-417.0	142.0	-4889.0	-1805.0	-4748.0	3541.0	-863.0	132.0	-2251.0	-1207.0	-2987.0	-743.0	-925.0	1872.0	213.0	1044.0	2491.0	0
4598.0	2052.0	-1524.0	-305.0	-2826.0	838.0	2959.0	-1126.0	568.0	-615.0	-3212.0	2366.0	-49.0	-1655.0	-24.0	303.0	-3876.0	-2042.0	2629.0	85.0	0
1382.0	-1521.0	1668.0	266.0	1673.0	-337.0	-244.0	-408.0	-16.0	-272.0	1068.0	-959.0	169.0	2835.0	-278.0	708.0	759.0	579.0	-836.0	-37.0	1
1863.0	-3846.0	-632.0	2659.0	-1732.0	1977.0	-1362.0	759.0	-1301.0	-1874.0	1192.0	-129.0	-957.0	-1682.0	765.0	-119.0	-2451.0	4767.0	-1298.0	482.0	0
-5182.0	135.0	-3199.0	-194.0	-1886.0	-2878.0	2829.0	-1283.0	2165.0	-1517.0	1191.0	275.0	1203.0	57.0	-1069.0	-1753.0	-834.0	-377.0	-2678.0	833.0	0
-333.0	-1463.0	-357.0	-44.0	552.0	-1221.0	41.0	671.0	1643.0	1134.0	876.0	1832.0	272.0	2038.0	1744.0	864.0	174.0	-84.0	27.0	78.0	1
-373.0	797.0	931.0	818.0	1405.0	-124.0	-247.0	-253.0	388.0	122.0	1776.0	13.0	1597.0	579.0	-855.0	101.0	661.0	248.0	694.0	-1108.0	1
1367.0	1459.0	539.0	-1472.0	658.0	-969.0	-2368.0	-243.0	1485.0	-1266.0	588.0	1199.0	-435.0	86.0	1422.0	1359.0	3591.0	-118.0	-1076.0	244.0	1
-83.0	178.0	344.0	-906.0	2626.0	1304.0	715.0	-22.0	1647.0	1305.0	-1836.0	1984.0	-906.0	553.0	-102.0	193.0	239.0	12.0	3228.0	1795.0	1
1562.0	1386.0	-1497.0	42.0	-555.0	-105.0	773.0	-349.0	-682.0	2043.0	237.0	-405.0	1669.0	1856.0	46.0	1358.0	43.0	754.0	1237.0	974.0	1
-75.0	801.0	257.0	779.0	-396.0	177.0	-59.0	74.0	1612.0	813.0	1784.0	554.0	-539.0	632.0	1183.0	97.0	-1056.0	8.0	458.0	961.0	1
2549.0	76.0	1593.0	-1015.0	904.0	-387.0	-908.0	165.0	626.0	-503.0	-2519.0	345.0	-192.0	-1449.0	687.0	72.0	21.0	-145.0	1224.0	2462.0	1
602.0	39.0	59.0	823.0	972.0	1654.0	1064.0	138.0	606.0	-258.0	1144.0	-915.0	-404.0	1674.0	-383.0	401.0	309.0	1305.0	-229.0	-49.0	1
333.0	3992.0	-457.0	-1014.0	1787.0	-138.0	-1668.0	1342.0	316.0	348.0	-151.0	-2306.0	-588.0	-95.0	244.0	1159.0	-1133.0	-1736.0	788.0	1128.0	0
1428.0	626.0	1582.0	36.0	746.0	-66.0	-48.0	23.0	1596.0	765.0	-123.0	426.0	2061.0	99.0	1794.0	1345.0	1072.0	-1371.0	1341.0	-434.0	1
-301.0	955.0	2069.0	-1359.0	925.0	1428.0	-1092.0	1255.0	636.0	598.0	324.0	-949.0	608.0	673.0	1491.0	101.0	-322.0	-1088.0	1558.0	2145.0	1
-965.0	36.0	-354.0	466.0	-358.0	-166.0	-931.0	245.0	172.0	1076.0	734.0	939.0	-153.0	138.0	1081.0	685.0	554.0	1533.0	1685.0	-993.0	1
-2365.0	1816.0	4795.0	-1963.0	-671.0	102.0	2301.0	-3447.0	1263.0	-2274.0	-694.0	-3271.0	2441.0	-247.0	-3499.0	2217.0	1802.0	475.0	-65.0	3928.0	0
-526.0	1665.0	-1604.0	28.0	-522.0	-2316.0	-132.0	352.0	-1818.0	-1947.0	-1308.0	-926.0	-69.0	1203.0	1212.0	-3303.0	2275.0	2427.0	77.0	2338.0	0
-1053.0	-4108.0	2634.0	1657.0	-2052.0	569.0	-2044.0	-89.0	558.0	-636.0	217.0	-1707.0	299.0	-32.0	-721.0	2357.0	3686.0	-2108.0	2491.0	782.0	0
-101.0	1142.0	34.0	-953.0	-2399.0	528.0	1324.0	932.0	1149.0	42.0	-1038.0	715.0	602.0	-298.0	302.0	1768.0	1011.0	-131.0	314.0	114.0	1
304.0	2502.0	-582.0	656.0	-53.0	153.0	244.0	964.0	-173.0	1873.0	-335.0	2522.0	675.0	1099.0	-77.0	1445.0	-1315.0	483.0	-459.0	191.0	1
1091.0	-776.0	512.0	-634.0	576.0	368.0	-808.0	147.0	1113.0	122.0	-163.0	1438.0	173.0	2778.0	2244.0	-923.0	622.0	-358.0	-1276.0	854.0	1
-3424.0	3879.0	1337.0	-764.0	-587.0	926.0	13.0	-1544.0	426.0	3462.0	2078.0	-208.0	-157.0	-335.0	-2248.0	457.0	654.0	-3478.0	1964.0	3723.0	0
44.0	589.0	-291.0	1113.0	782.0	-4.0	115.0	607.0	2198.0	-132.0	426.0	418.0	926.0	892.0	625.0	53.0	552.0	1519.0	231.0	651.0	1
764.0	15.0	-1532.0	359.0	-1987.0	-8.0	1171.0	-1239.0	194.0	2751.0	-424.0	-1218.0	-2394.0	1088.0	2635.0	2874.0	-762.0	-952.0	-218.0	3304.0	0
-433.0	-763.0	1173.0	891.0	3192.0	-3852.0	-73.0	2161.0	173.0	-755.0	-2609.0	125.0	-1432.0	-2073.0	-2682.0	-585.0	1688.0	-4769.0	1186.0	-558.0	0
326.0	214.0	-98.0	-778.0	-236.0	151.0	-26.0	-362.0	1006.0	227.0	436.0	1405.0	-313.0	588.0	5.0	-738.0	3195.0	494.0	557.0	1203.0	1
-47.0	35.0	444.0	146.0	843.0	453.0	-24.0	163.0	292.0	959.0	7.0	33.0	-19.0	1452.0	2307.0	323.0	411.0	9.0	-1.0	597.0	1
-4928.0	667.0	-3107.0	-3367.0	-2081.0	-2713.0	3088.0	2809.0	589.0	-1783.0	1222.0	296.0	-2602.0	-1794.0	-2544.0	-837.0	407.0	7.0	2093.0	1921.0	0
401.0	346.0	-4165.0	-1196.0	816.0	-99.0	1199.0	3642.0	3732.0	-9.0	3515.0	-3411.0	304.0	221.0	-96.0	728.0	1364.0	-761.0	-2901.0	2671.0	0
-321.0	2073.0	-4109.0	129.0	1142.0	-2212.0	308.0	1013.0	125.0	-1912.0	1785.0	-4759.0	-3959.0	-1147.0	158.0	-2337.0	1627.0	-15.0	3297.0	68.0	0
348.0	31.0	-182.0	-1121.0	3133.0	-155.0	854.0	1067.0	1829.0	-357.0	1618.0	-466.0	51.0	1214.0	965.0	999.0	-428.0	-125.0	-839.0	338.0	1
228.0	5789.0	-425.0	-369.0	-2433.0	1611.0	-54.0	-101.0	167.0	366.0	-1766.0	-85.0	1487.0	-277.0	-646.0	-324.0	-1768.0	-1429.0	-1308.0	95.0	0
1622.0	-1218.0	-1277.0	-3787.0	-706.0	-3461.0	3581.0	2866.0	-424.0	2804.0	-2826.0	374.0	2195.0	-5771.0	-565.0	2938.0	3.0	-84.0	-315.0	59.0	0
958.0	-682.0	1056.0	864.0	86.0	-444.0	-212.0	-353.0	-681.0	367.0	-2209.0	988.0	156.0	-222.0	1005.0	161.0	554.0	3.0	-89.0	821.0	1
731.0	-406.0	1525.0	173.0	152.0	1366.0	421.0	2115.0	269.0	-1774.0	-623.0	-658.0	-1556.0	109.0	1488.0	-18.0	-573.0	994.0	2004.0	1256.0	1
-2206.0	-1423.0	-152.0	-692.0	-104.0	-267.0	-122.0	221.0	-1557.0	1464.0	-952.0	-2809.0	2168.0	193.0	-3214.0	4811.0	282.0	1572.0	-2244.0	2298.0	0
-723.0	2776.0	85.0	889.0	1126.0	1388.0	72.0	1731.0	322.0	-231.0	672.0	818.0	144.0	18.0	524.0	-955.0	-645.0	-36.0	502.0	338.0	1
-1077.0	533.0	921.0	-1103.0	127.0	708.0	-6.0	108.0	2422.0	913.0	2542.0	1731.0	143.0	-974.0	923.0	1263.0	496.0	1805.0	-314.0	-376.0	1
-572.0	-672.0	-1616.0	1344.0	78.0	-1426.0	3082.0	-1615.0	-598.0	-82.0	-3909.0	-529.0	-213.0	4055.0	-4963.0	-582.0	-128.0	-836.0	-121.0	-381.0	0
1437.0	-3662.0	-2989.0	246.0	1676.0	-1487.0	879.0	2262.0	-69.0	-1044.0	1442.0	-437.0	-2184.0	552.0	1612.0	2511.0	207.0	4024.0	4011.0	-3193.0	0
3486.0	186.0	-73.0	15.0	251.0	-234.0	-2005.0	115.0	358.0	-1624.0	1706.0	101.0	-1072.0	1114.0	-52.0	1357.0	2092.0	-886.0	-894.0	-1357.0	0
-1274.0	1417.0	-1559.0	-2109.0	-1148.0	1091.0	-2429.0	-1745.0	2086.0	-1917.0	26.0	-831.0	239.0	174.0	-106.0	-19.0	3222.0	-2365.0	-3548.0	-332.0	0
-553.0	411.0	1011.0	2809.0	112.0	-96.0	1207.0	-31.0	1165.0	22.0	1035.0	209.0	-579.0	283.0	366.0	1852.0	-202.0	722.0	247.0	201.0	1
-1387.0	-59.0	-243.0	-1917.0	1039.0	2253.0	6.0	-3447.0	829.0	2507.0	-713.0	554.0	3179.0	-1816.0	-2961.0	-3894.0	-82.0	1323.0	2298.0	-1727.0	0
858.0	26.0	119.0	-759.0	1458.0	-138.0	1732.0	1852.0	403.0	1525.0	-1064.0	-112.0	297.0	39.0	308.0	-878.0	1628.0	-836.0	-736.0	719.0	1
-1273.0	-612.0	832.0	-561.0	-391.0	-1162.0	866.0	-622.0	339.0	646.0	-397.0	-16.0	1849.0	1885.0	-76.0	-12.0	849.0	1539.0	1058.0	712.0	1
1086.0	-501.0	-549.0	469.0	-473.0	258.0	1092.0	473.0	184.0	1251.0	-216.0	2225.0	-69.0	-818.0	186.0	-942.0	276.0	-458.0	-123.0	1.0	1
-958.0	871.0	613.0	-408.0	2051.0	1113.0	45.0	-536.0	1423.0	582.0	511.0	-315.0	516.0	1568.0	173.0	-15.0	113.0	108.0	1634.0	102.0	1
32.0	962.0	183.0	1113.0	1209.0	532.0	659.0	-596.0	-231.0	75.0	272.0	-1647.0	-266.0	-639.0	421.0	1397.0	-199.0	-571.0	-29.0	1588.0	1
1685.0	-804.0	-1855.0	1678.0	2358.0	-3178.0	2904.0	8.0	-2967.0	-698.0	-2378.0	3102.0	2801.0	108.0	121.0	3129.0	-1809.0	1265.0	774.0	-1516.0	0
965.0	-452.0	-668.0	1274.0	244.0	2046.0	707.0	78.0	996.0	1148.0	-37.0	692.0	2269.0	2238.0	-1832.0	817.0	359.0	308.0	59.0	1552.0	1
-669.0	-8.0	1951.0	128.0	624.0	-1934.0	125.0	-3126.0	819.0	-17.0	-3.0	-2727.0	227.0	-2296.0	-112.0	211.0	-217.0	-1918.0	227.0	-1439.0	0
-875.0	36.0	-3821.0	2377.0	669.0	-13.0	3504.0	-2831.0	-974.0	3198.0	-1938.0	-1247.0	122.0	371.0	545.0	1338.0	995.0	2387.0	-1509.0	-442.0	0
-1709.0	2213.0	-895.0	1007.0	-1344.0	1856.0	34.0	-2131.0	-1151.0	1524.0	584.0	392.0	5408.0	1874.0	1896.0	534.0	1147.0	-77.0	1167.0	33.0	0
1686.0	683.0	253.0	1131.0	133.0	413.0	-697.0	16.0	725.0	234.0	48.0	1107.0	-22.0	828.0	247.0	2167.0	349.0	581.0	-823.0	-1646.0	1
-204.0	3454.0	-56.0	344.0	87.0	858.0	-908.0	1193.0	1802.0	1273.0	716.0	1194.0	651.0	232.0	-539.0	1186.0	-39.0	176.0	1375.0	-436.0	1
1725.0	1119.0	-1126.0	-574.0	463.0	1109.0	-835.0	-58.0	1486.0	228.0	112.0	991.0	244.0	-357.0	-1351.0	3114.0	666.0	1146.0	391.0	208.0	1
1294.0	396.0	-514.0	609.0	-188.0	594.0	-33.0	-67.0	793.0	1097.0	-81.0	574.0	-245.0	329.0	1107.0	1441.0	-82.0	-555.0	527.0	365.0	1
-789.0	-952.0	-1208.0	93.0	-244.0	-526.0	4.0	221.0	1718.0	-253.0	2907.0	-605.0	1538.0	-2355.0	-482.0	2149.0	-152.0	739.0	-1499.0	2036.0	0
1138.0	1498.0	-95.0	983.0	436.0	731.0	-1397.0	-86.0	1467.0	1.0	-252.0	1605.0	-168.0	376.0	115.0	-161.0	-1868.0	199.0	632.0	-261.0	1
802.0	237.0	67.0	-396.0	-1069.0	916.0	-2.0	1056.0	818.0	1396.0	968.0	235.0	212.0	219.0	-213.0	652.0	1808.0	-145.0	-1003.0	1997.0	1
-59.0	-148.0	1545.0	-1082.0	394.0	-527.0	-784.0	651.0	-372.0	-2017.0	-263.0	-61.0	-433.0	99.0	-263.0	912.0	49.0	46.0	-283.0	217.0	1
352.0	142.0	1224.0	956.0	-184.0	1182.0	24.0	1345.0	1195.0	-1341.0	-1943.0	199.0	32.0	-1008.0	2578.0	764.0	478.0	667.0	823.0	1693.0	1
1616.0	1567.0	2772.0	-1379.0	-7.0	338.0	-989.0	-478.0	2701.0	-414.0	-33.0	-653.0	133.0	2312.0	393.0	-406.0	-63.0	-753.0	1164.0	605.0	1
-43.0	813.0	1286.0	892.0	151.0	-36.0	312.0	5.0	1895.0	1706.0	-842.0	267.0	664.0	2195.0	1048.0	1756.0	3.0	1369.0	755.0	607.0	1
282.0	1449.0	-2183.0	44.0	128.0	1199.0	-17.0	1113.0	-1278.0	752.0	289.0	-2527.0	-1026.0	1665.0	-2458.0	-292.0	2877.0	1731.0	-871.0	-2376.0	0
103.0	656.0	1041.0	1209.0	-732.0	1154.0	-1037.0	-642.0	143.0	856.0	66.0	2426.0	104.0	1308.0	26.0	128.0	-533.0	398.0	-598.0	12.0	1
-26.0	224.0	1107.0	904.0	1666.0	1633.0	285.0	2314.0	733.0	747.0	1643.0	358.0	6.0	644.0	3.0	344.0	1409.0	112.0	1985.0	1375.0	1
903.0	-946.0	1487.0	198.0	737.0	1342.0	-704.0	362.0	606.0	579.0	-412.0	-915.0	-1816.0	782.0	-12.0	37.0	-155.0	-168.0	1369.0	255.0	1
54.0	-2384.0	1309.0	1048.0	1881.0	1601.0	-1025.0	546.0	825.0	368.0	429.0	893.0	2057.0	424.0	1488.0	566.0	1753.0	14.0	479.0	1257.0	1
796.0	195.0	989.0	345.0	223.0	146.0	148.0	-13.0	1694.0	1288.0	836.0	-1488.0	702.0	135.0	-1281.0	-235.0	284.0	1152.0	-1669.0	1107.0	1
-1622.0	-739.0	285.0	-1009.0	1861.0	-2614.0	-753.0	-2787.0	988.0	1446.0	1814.0	-12.0	-1976.0	-485.0	225.0	1385.0	-1584.0	-1869.0	114.0	-18.0	0
-687.0	-537.0	1328.0	-431.0	-1881.0	1627.0	88.0	1405.0	-421.0	62.0	804.0	1101.0	-91.0	1111.0	-158.0	-509.0	2627.0	711.0	276.0	54.0	1
-1274.0	678.0	784.0	278.0	1226.0	-251.0	7.0	932.0	269.0	-648.0	1733.0	-181.0	1562.0	-758.0	273.0	728.0	172.0	-15.0	172.0	612.0	1
-2393.0	-2546.0	819.0	92.0	414.0	2632.0	-951.0	-4072.0	79.0	-171.0	-151.0	-2917.0	-2292.0	2904.0	1347.0	-3162.0	642.0	-1592.0	-2313.0	512.0	0
448.0	16.0	3744.0	-1343.0	-34.0	384.0	-2129.0	2567.0	61.0	-638.0	1925.0	1098.0	148.0	-2748.0	3136.0	-1514.0	-303.0	-1735.0	1735.0	173.0	0
153.0	563.0	1111.0	-283.0	834.0	2085.0	304.0	-156.0	17.0	1074.0	83.0	-1011.0	606.0	1243.0	994.0	132.0	937.0	1203.0	2044.0	1392.0	1
-73.0	-563.0	2223.0	1793.0	1113.0	2572.0	755.0	-678.0	-208.0	3.0	-475.0	-1386.0	2409.0	2039.0	-611.0	-1153.0	78.0	333.0	-178.0	888.0	1
1908.0	245.0	3273.0	824.0	421.0	-113.0	869.0	-475.0	4438.0	-1731.0	-24.0	-2903.0	139.0	37.0	-33.0	62.0	-2159.0	1724.0	-767.0	392.0	0
286.0	1764.0	-176.0	3007.0	-2031.0	-1764.0	-1095.0	825.0	-754.0	42.0	834.0	-848.0	-2603.0	463.0	3008.0	-1285.0	-373.0	1299.0	1015.0	-1214.0	0
3219.0	-448.0	419.0	1118.0	64.0	374.0	-175.0	2227.0	-123.0	101.0	-137.0	-165.0	3321.0	-3406.0	2783.0	-2099.0	204.0	2852.0	3198.0	734.0	0
-152.0	587.0	313.0	1928.0	1414.0	1483.0	331.0	2038.0	-1838.0	-67.0	1346.0	1463.0	559.0	143.0	504.0	-63.0	986.0	575.0	5.0	-198.0	1
-1976.0	-1708.0	4293.0	3471.0	1992.0	831.0	264.0	-5102.0	-447.0	-6213.0	36.0	-2495.0	-153.0	494.0	1926.0	3691.0	534.0	155.0	306.0	402.0	0
-505.0	488.0	-719.0	318.0	401.0	1107.0	-841.0	838.0	-1142.0	529.0	584.0	741.0	982.0	-613.0	-1833.0	103.0	68.0	873.0	1111.0	876.0	1
-394.0	-1065.0	999.0	349.0	1232.0	-1574.0	616.0	-282.0	122.0	114.0	-5.0	-1853.0	-22.0	-273.0	-2425.0	2116.0	-29.0	-1179.0	592.0	-857.0	0
3088.0	3923.0	-1892.0	-168.0	-869.0	4058.0	155.0	-1148.0	-1638.0	713.0	-1769.0	-1435.0	2257.0	1987.0	-1666.0	-5.0	453.0	-3535.0	-1608.0	263.0	0
697.0	-79.0	719.0	2159.0	-162.0	-1806.0	-1649.0	-511.0	101.0	1739.0	-1214.0	-266.0	109.0	798.0	-2692.0	-277.0	1041.0	1203.0	327.0	1747.0	0
646.0	-1328.0	-706.0	2182.0	-343.0	1633.0	178.0	1231.0	1976.0	-2354.0	1179.0	-2175.0	909.0	-2712.0	578.0	202.0	185.0	361.0	-382.0	1221.0	1
-1926.0	458.0	2129.0	1481.0	-495.0	-132.0	-81.0	-3792.0	-1078.0	-644.0	1621.0	1142.0	1872.0	-2525.0	107.0	2827.0	-1829.0	-2859.0	-3643.0	-3424.0	0
-298.0	-622.0	-4684.0	-2245.0	2836.0	-1096.0	-3627.0	2248.0	1435.0	-974.0	-25.0	165.0	-364.0	1404.0	1352.0	4033.0	-428.0	1476.0	504.0	-2277.0	0
-1429.0	195.0	1531.0	966.0	-1157.0	-13.0	-201.0	114.0	223.0	-143.0	2095.0	1437.0	-372.0	-2.0	259.0	3252.0	-436.0	-1957.0	-1311.0	1296.0	0
1518.0	89.0	44.0	-1188.0	1492.0	395.0	-788.0	1085.0	1521.0	717.0	-231.0	2155.0	11.0	325.0	75.0	-25.0	259.0	3.0	-2002.0	251.0	1
-445.0	1558.0	867.0	366.0	1828.0	891.0	1035.0	-44.0	484.0	556.0	221.0	-1544.0	-134.0	141.0	2913.0	-187.0	1186.0	1154.0	1226.0	1803.0	1
423.0	-376.0	-205.0	-2598.0	1745.0	1545.0	79.0	394.0	988.0	977.0	475.0	2457.0	1712.0	3058.0	91.0	-725.0	45.0	62.0	1904.0	-742.0	1
5.0	436.0	202.0	1822.0	-387.0	1804.0	643.0	28.0	11.0	1334.0	955.0	-952.0	-482.0	892.0	378.0	1605.0	188.0	-274.0	-9.0	1634.0	1
2137.0	151.0	1714.0	-2002.0	811.0	-676.0	863.0	79.0	-2989.0	3216.0	-1052.0	-302.0	-1946.0	283.0	217.0	921.0	421.0	-168.0	1016.0	894.0	0
7.0	317.0	1478.0	1724.0	892.0	52.0	783.0	2051.0	-552.0	-708.0	942.0	673.0	-912.0	536.0	-597.0	-1234.0	-432.0	-56.0	1765.0	1243.0	1
-568.0	1051.0	1504.0	2977.0	-3024.0	371.0	63.0	-547.0	4217.0	4662.0	915.0	-358.0	2507.0	-1968.0	-1523.0	2209.0	-1449.0	-233.0	-603.0	1506.0	0
979.0	1855.0	196.0	482.0	-183.0	2077.0	666.0	-159.0	1654.0	2315.0	-1352.0	736.0	761.0	762.0	308.0	-856.0	758.0	672.0	-15.0	-516.0	1
4154.0	-165.0	-145.0	547.0	1749.0	92.0	-3101.0	-118.0	-2122.0	-1384.0	-3092.0	25.0	-812.0	2133.0	3108.0	3546.0	1033.0	1208.0	-1032.0	2.0	0
894.0	58.0	-441.0	-1735.0	1766.0	-62.0	-41.0	2299.0	478.0	-5.0	1675.0	-2227.0	932.0	-77.0	1192.0	227.0	-22.0	-548.0	823.0	1726.0	1
-3494.0	-1665.0	-1192.0	-4619.0	643.0	18.0	-1944.0	-1979.0	1227.0	-2269.0	-2027.0	-1802.0	-2814.0	2181.0	949.0	-2005.0	-407.0	522.0	1527.0	-288.0	0
91.0	1279.0	-1829.0	-716.0	5993.0	1582.0	-47.0	2312.0	2495.0	-402.0	1714.0	-2828.0	-283.0	-3926.0	2157.0	-1567.0	-653.0	-3562.0	1521.0	-2672.0	0
1259.0	116.0	1311.0	2364.0	131.0	622.0	379.0	1468.0	319.0	9.0	-4.0	671.0	-849.0	636.0	213.0	-667.0	907.0	676.0	1504.0	666.0	1
-466.0	305.0	689.0	-403.0	-3628.0	-185.0	-629.0	-2584.0	976.0	115.0	222.0	-245.0	646.0	531.0	-528.0	1863.0	982.0	1684.0	102.0	-2284.0	0
-1275.0	2782.0	2073.0	2294.0	1.0	-1778.0	3157.0	-142.0	43.0	-1978.0	-155.0	246.0	-2817.0	527.0	88.0	3101.0	-1861.0	4897.0	186.0	-996.0	0
184.0	1101.0	-1881.0	1399.0	-144.0	782.0	2076.0	-707.0	-1525.0	1393.0	1675.0	-15.0	732.0	-494.0	286.0	245.0	-801.0	-237.0	1447.0	2449.0	1
342.0	2711.0	274.0	386.0	935.0	75.0	-161.0	2.0	-839.0	322.0	1031.0	409.0	1293.0	1073.0	17.0	1124.0	-638.0	-85.0	1688.0	1511.0	1
8.0	-34.0	278.0	-1767.0	-5119.0	322.0	2241.0	2875.0	-2348.0	1684.0	-1804.0	-2229.0	1652.0	-1184.0	1412.0	-1566.0	-151.0	-1347.0	586.0	-1408.0	0
-2337.0	-772.0	1052.0	-512.0	3026.0	2746.0	2004.0	-1267.0	-686.0	-2138.0	92.0	-556.0	916.0	-894.0	2191.0	-2667.0	1224.0	551.0	-635.0	428.0	0
2088.0	98.0	2083.0	294.0	854.0	2774.0	811.0	-4182.0	308.0	-237.0	-2576.0	-3113.0	3023.0	2928.0	-685.0	-924.0	-1354.0	1917.0	-1878.0	2899.0	0
894.0	364.0	-209.0	-2455.0	781.0	3206.0	349.0	3021.0	-992.0	192.0	616.0	-723.0	-96.0	1191.0	3234.0	-1533.0	2996.0	2981.0	-2393.0	243.0	0
-644.0	477.0	341.0	-1256.0	96.0	-1207.0	1261.0	-895.0	-92.0	1568.0	-389.0	-268.0	124.0	-99.0	354.0	2152.0	929.0	294.0	756.0	-106.0	1
922.0	799.0	1931.0	-1862.0	-1244.0	-353.0	-244.0	85.0	-2357.0	-26.0	4359.0	-2837.0	2318.0	-816.0	9.0	-281.0	-2397.0	-1962.0	4156.0	-525.0	0
142.0	-336.0	-2004.0	967.0	24.0	-1389.0	3447.0	-804.0	1042.0	-3509.0	905.0	-778.0	-522.0	-2452.0	2485.0	1425.0	-1725.0	-2137.0	-76.0	-2185.0	0
2638.0	-4476.0	-331.0	-262.0	15.0	-2506.0	-296.0	325.0	1146.0	1937.0	353.0	3689.0	-2883.0	-78.0	-394.0	-1109.0	891.0	848.0	695.0	-2682.0	0
-623.0	-818.0	313.0	428.0	-879.0	-52.0	1366.0	2987.0	-1023.0	1273.0	218.0	301.0	806.0	22.0	-193.0	2096.0	1571.0	38.0	1642.0	624.0	1
-1925.0	4428.0	-106.0	293.0	-702.0	3704.0	-3439.0	-126.0	2636.0	154.0	-161.0	12.0	-773.0	1395.0	-955.0	1811.0	2552.0	563.0	-306.0	-342.0	0
-983.0	521.0	309.0	1285.0	432.0	-742.0	-1456.0	1935.0	1148.0	-8.0	195.0	308.0	26.0	1038.0	1756.0	-196.0	49.0	808.0	674.0	-33.0	1
-958.0	284.0	-1536.0	-289.0	1948.0	-1609.0	1368.0	-668.0	-134.0	5.0	-633.0	1533.0	-185.0	1814.0	-633.0	251.0	-352.0	637.0	133.0	9.0	1
-224.0	68.0	269.0	-375.0	405.0	-1311.0	1075.0	-452.0	-67.0	123.0	-114.0	-65.0	147.0	1598.0	182.0	-252.0	931.0	-606.0	2008.0	-1705.0	1
1818.0	154.0	384.0	1311.0	-42.0	3386.0	-1185.0	938.0	1302.0	-521.0	219.0	1127.0	-25.0	834.0	67.0	538.0	1789.0	1357.0	-158.0	601.0	1
-288.0	-887.0	-41.0	-2004.0	2438.0	1566.0	-2542.0	2115.0	-3203.0	-2302.0	3303.0	1705.0	203.0	858.0	-3236.0	477.0	794.0	-3583.0	1808.0	817.0	0
67.0	1134.0	1301.0	556.0	1848.0	1125.0	-152.0	-762.0	-604.0	-14.0	1076.0	979.0	-106.0	-394.0	1166.0	1425.0	4.0	193.0	-107.0	-352.0	1
-156.0	219.0	114.0	258.0	-308.0	511.0	-1831.0	-3458.0	-1013.0	-3494.0	1426.0	-82.0	1447.0	-1423.0	-3498.0	-1071.0	6424.0	-1237.0	752.0	111.0	0
-747.0	1155.0	1181.0	-183.0	78.0	1385.0	-376.0	78.0	1735.0	516.0	1009.0	587.0	-157.0	944.0	961.0	1131.0	1057.0	288.0	343.0	1629.0	1
-577.0	18.0	687.0	-2392.0	-2291.0	-984.0	2824.0	-2537.0	-2137.0	-41.0	-578.0	1352.0	3053.0	44.0	847.0	-1256.0	-2124.0	1519.0	2856.0	-326.0	0
1484.0	-12.0	-3614.0	-2102.0	-3626.0	2175.0	-1926.0	415.0	-549.0	-1549.0	-2804.0	1842.0	3112.0	319.0	-3579.0	3636.0	-562.0	2854.0	-16.0	238.0	0
-2272.0	2121.0	-66.0	-1004.0	-105.0	-55.0	872.0	-613.0	43.0	1646.0	288.0	1179.0	205.0	-1297.0	62.0	-849.0	-15.0	712.0	-275.0	999.0	1
426.0	-2925.0	848.0	1064.0	474.0	1237.0	2037.0	-3595.0	148.0	-1306.0	2462.0	-7114.0	2213.0	-331.0	1271.0	-1198.0	263.0	-926.0	1317.0	93.0	0
-3502.0	-32.0	-1011.0	1477.0	3.0	-1404.0	203.0	-1238.0	962.0	421.0	-467.0	954.0	269.0	1075.0	-3042.0	-1144.0	-1657.0	1924.0	-745.0	1317.0	0
556.0	-104.0	-364.0	-1305.0	-19.0	-539.0	1334.0	817.0	-682.0	-1799.0	-201.0	62.0	1716.0	384.0	-481.0	-2029.0	-585.0	-1017.0	283.0	1198.0	1
-771.0	-169.0	-1078.0	79.0	-1218.0	-723.0	61.0	366.0	1026.0	1752.0	-505.0	858.0	-1089.0	-73.0	3006.0	1187.0	-513.0	-834.0	549.0	383.0	1
-14.0	2379.0	-111.0	-208.0	15.0	713.0	2146.0	897.0	594.0	154.0	532.0	462.0	2156.0	34.0	888.0	1052.0	-225.0	568.0	136.0	111.0	1
38.0	-493.0	171.0	-3.0	73.0	634.0	1471.0	-489.0	349.0	782.0	-178.0	805.0	-1711.0	1208.0	-784.0	-815.0	-101.0	1118.0	86.0	442.0	1
1398.0	973.0	335.0	-556.0	-103.0	-648.0	-278.0	3219.0	-254.0	154.0	763.0	131.0	-27.0	16.0	-99.0	92.0	-489.0	-616.0	1702.0	927.0	1
-3419.0	739.0	-868.0	-317.0	2694.0	2859.0	-2099.0	3484.0	193.0	2767.0	1884.0	456.0	2593.0	3747.0	344.0	954.0	-65.0	2148.0	-691.0	464.0	0
