At1	At2	class
1.56	-0.177	-1.0
0.292	-0.159	1.0
0.445	-1.38	-1.0
2.68	1.17	1.0
-0.46299999999999997	0.0231	1.0
-0.951	1.39	-1.0
0.5720000000000001	-0.812	1.0
-0.114	-0.147	1.0
0.47700000000000004	-1.24	-1.0
-0.254	-1.27	-1.0
-0.449	1.04	-1.0
-0.311	-1.07	-1.0
0.5660000000000001	-0.977	1.0
1.47	0.486	-1.0
1.37	1.45	1.0
-0.5429999999999999	7.62e-05	1.0
-1.4	0.261	1.0
-1.53	-0.466	1.0
0.26	-0.54	1.0
1.96	1.28	1.0
-0.7070000000000001	-1.43	-1.0
-2.1	-0.604	1.0
0.721	0.731	-1.0
-0.23399999999999999	-0.9740000000000001	-1.0
1.26	0.462	-1.0
-0.527	0.887	-1.0
1.03	0.805	-1.0
0.276	-0.218	1.0
-1.07	-0.039	1.0
1.35	-1.51	1.0
0.507	1.02	-1.0
0.306	-1.13	-1.0
-1.21	-0.392	1.0
-0.7929999999999999	0.905	1.0
0.204	-1.29	-1.0
1.39	-0.631	1.0
-0.218	-1.63	-1.0
-1.34	0.626	-1.0
-0.35	2.07	-1.0
0.021	-0.905	-1.0
-0.614	-1.22	-1.0
0.753	0.7809999999999999	-1.0
1.23	0.0999	1.0
0.445	0.0484	1.0
-0.9590000000000001	1.07	-1.0
-0.204	-0.18100000000000002	1.0
-2.18	-1.88	1.0
-0.474	0.264	1.0
0.904	1.15	-1.0
-0.8759999999999999	0.92	-1.0
1.1	-0.313	1.0
1.26	-1.03	1.0
0.961	-1.33	1.0
-0.22399999999999998	-1.02	-1.0
-0.5579999999999999	-1.73	-1.0
-0.18	-0.639	-1.0
0.326	0.00626	1.0
0.27899999999999997	0.149	1.0
-1.43	0.0281	1.0
0.449	-0.0489	1.0
0.465	0.8420000000000001	-1.0
-0.49	1.25	-1.0
0.368	-0.856	-1.0
-0.0242	-1.28	-1.0
0.42	2.1	-1.0
-1.09	-0.46299999999999997	1.0
-0.391	-0.547	1.0
0.703	-0.583	1.0
-1.3	0.469	-1.0
-1.44	-0.505	1.0
1.01	0.865	-1.0
1.55	-0.649	-1.0
0.447	-1.18	-1.0
-0.0433	0.605	1.0
-1.56	-0.32899999999999996	1.0
-1.37	0.8079999999999999	-1.0
-0.44799999999999995	-0.354	1.0
1.53	0.368	-1.0
-0.672	1.35	-1.0
0.883	0.598	-1.0
0.491	0.19399999999999998	1.0
-0.11	-1.21	-1.0
-0.436	1.86	-1.0
0.924	0.701	-1.0
1.24	0.9079999999999999	-1.0
-0.057999999999999996	-0.904	-1.0
0.195	-1.27	-1.0
2.0	1.28	1.0
0.562	0.172	1.0
0.278	0.38299999999999995	1.0
-0.711	0.465	1.0
-0.605	-1.52	-1.0
1.39	0.155	-1.0
0.38	-1.35	-1.0
-1.07	-0.7090000000000001	1.0
-0.958	0.812	-1.0
-0.29600000000000004	0.5379999999999999	1.0
0.9520000000000001	0.836	-1.0
0.917	0.231	-1.0
-1.72	0.142	1.0
-1.52	-0.368	1.0
-1.53	0.257	-1.0
1.38	-0.645	1.0
0.102	-1.36	-1.0
1.45	-1.25	1.0
-1.12	0.589	1.0
0.613	-0.0651	1.0
2.44	-0.44799999999999995	-1.0
1.33	-1.71	1.0
0.289	1.01	-1.0
-1.05	0.21899999999999997	1.0
-0.405	-1.09	-1.0
0.8190000000000001	0.546	-1.0
1.58	-0.46799999999999997	-1.0
1.07	1.53	-1.0
0.434	0.295	1.0
-0.385	-0.7340000000000001	1.0
0.85	-0.8290000000000001	1.0
-0.9009999999999999	-1.68	-1.0
-0.0677	1.74	-1.0
0.244	1.84	1.0
-1.84	-0.958	1.0
1.21	0.00827	-1.0
-1.13	-1.06	-1.0
0.0114	1.66	-1.0
1.89	-0.633	-1.0
0.36700000000000005	-0.451	1.0
0.344	0.9079999999999999	-1.0
-0.41600000000000004	0.24600000000000002	1.0
-0.716	-1.19	-1.0
-1.07	-0.552	1.0
-1.94	0.8320000000000001	-1.0
0.21	2.18	-1.0
-0.932	-1.15	-1.0
0.23	-1.15	-1.0
1.55	1.1	1.0
0.49700000000000005	1.27	-1.0
-0.599	1.44	-1.0
0.9279999999999999	1.45	1.0
1.38	1.25	1.0
-0.866	-0.19699999999999998	1.0
-0.8170000000000001	-0.7829999999999999	-1.0
0.221	0.147	1.0
-0.314	-0.919	-1.0
0.802	0.852	-1.0
1.25	-1.38	1.0
0.991	-1.1	1.0
-0.927	-0.595	1.0
0.517	1.71	-1.0
0.9520000000000001	-0.782	1.0
-0.215	-0.217	1.0
-0.207	-1.37	-1.0
-0.223	1.65	1.0
-0.882	-0.726	-1.0
-0.747	-0.509	1.0
1.27	-0.519	-1.0
0.009	0.9279999999999999	1.0
-1.17	0.586	-1.0
0.521	0.56	1.0
-1.01	0.768	-1.0
0.605	0.37799999999999995	1.0
-0.5820000000000001	-0.5870000000000001	1.0
0.125	-1.24	-1.0
-0.47100000000000003	-0.919	-1.0
1.4	0.541	-1.0
1.49	-1.53	1.0
0.45899999999999996	1.69	1.0
0.183	-1.16	-1.0
-0.10400000000000001	0.48	1.0
-0.0541	-1.31	-1.0
0.728	0.752	-1.0
-1.13	0.654	-1.0
-0.265	1.71	-1.0
-1.96	-0.442	1.0
0.675	0.8859999999999999	-1.0
-1.76	-1.33	1.0
-1.92	-1.17	1.0
-1.42	-1.4	-1.0
-0.39	-1.01	-1.0
-0.634	1.21	-1.0
-0.218	-1.05	-1.0
0.332	-0.527	1.0
0.171	-0.502	1.0
-2.13	-1.85	1.0
0.0273	-0.6829999999999999	-1.0
-0.0897	-0.115	1.0
0.603	1.8	1.0
-0.0232	-1.24	-1.0
-1.48	0.9440000000000001	-1.0
-0.0127	-1.12	-1.0
-0.5870000000000001	1.01	-1.0
0.163	-1.13	-1.0
0.93	0.65	-1.0
1.5	-0.0608	-1.0
-0.0911	-0.0844	1.0
1.64	-0.308	-1.0
0.40399999999999997	-1.1	-1.0
1.37	1.24	1.0
-1.22	-0.107	1.0
-0.642	-1.35	-1.0
-0.18100000000000002	-1.1	-1.0
-0.218	-0.882	-1.0
-0.6829999999999999	0.139	1.0
-0.305	1.18	-1.0
-1.19	0.8140000000000001	-1.0
-0.758	0.794	-1.0
0.8109999999999999	1.07	-1.0
1.45	-1.03	1.0
-0.16899999999999998	-0.601	1.0
0.462	1.89	-1.0
-1.89	-1.16	1.0
-0.0199	-1.32	-1.0
-0.396	-1.45	-1.0
-1.08	0.89	-1.0
0.624	-0.285	1.0
-0.177	1.51	-1.0
-0.43700000000000006	-0.789	-1.0
1.22	1.48	1.0
-0.961	0.755	-1.0
-1.64	0.5720000000000001	-1.0
1.34	0.27399999999999997	-1.0
1.16	-0.254	-1.0
-0.38	-1.34	-1.0
0.9179999999999999	1.72	1.0
-1.14	-0.927	1.0
-0.516	1.46	-1.0
0.188	1.59	1.0
-1.51	-0.27	1.0
1.21	0.151	-1.0
1.05	-1.11	1.0
0.385	-1.07	1.0
-0.139	-0.363	1.0
0.953	-1.3	1.0
0.725	1.33	-1.0
0.0966	-1.06	-1.0
-0.34700000000000003	-1.15	-1.0
-0.0605	1.65	-1.0
-1.88	-1.26	1.0
0.484	-0.42700000000000005	1.0
-0.618	-0.506	1.0
-0.121	-1.05	-1.0
-0.16899999999999998	-0.135	1.0
-1.28	-0.542	1.0
1.62	-0.131	-1.0
-0.446	-1.53	-1.0
1.16	-0.35700000000000004	1.0
0.298	-0.878	-1.0
-1.46	1.11	-1.0
-0.764	0.218	1.0
0.9009999999999999	-0.9520000000000001	1.0
0.955	0.142	1.0
-1.12	-1.17	-1.0
-0.0845	1.15	-1.0
-0.8440000000000001	0.371	1.0
-1.43	0.0911	1.0
-0.978	-1.05	1.0
-0.899	-1.38	-1.0
0.9420000000000001	1.83	1.0
1.35	0.677	-1.0
-0.6779999999999999	1.6	-1.0
-0.145	1.65	-1.0
1.35	-0.518	-1.0
-1.54	-0.598	1.0
1.12	1.14	-1.0
-0.715	-1.49	-1.0
-1.0	-0.885	-1.0
-0.35700000000000004	1.51	-1.0
-0.8590000000000001	1.26	-1.0
0.8	1.56	-1.0
-1.53	0.795	-1.0
0.7070000000000001	-0.778	1.0
-1.62	0.213	-1.0
-0.836	-1.36	-1.0
-1.84	-0.284	1.0
-0.685	0.727	1.0
0.875	-1.47	1.0
-0.079	0.22699999999999998	1.0
0.731	1.74	1.0
-1.15	-0.659	1.0
-1.6	0.7879999999999999	-1.0
-0.114	0.846	1.0
-1.14	1.08	-1.0
0.14300000000000002	0.845	-1.0
0.6779999999999999	0.961	-1.0
-0.397	0.563	1.0
-0.872	0.6629999999999999	-1.0
-0.262	1.71	1.0
-1.2	-1.4	-1.0
1.08	0.08800000000000001	-1.0
0.523	-1.38	-1.0
1.23	-0.0874	-1.0
1.13	-1.75	1.0
-0.466	-0.851	-1.0
-0.336	0.182	1.0
1.04	0.0909	1.0
0.5529999999999999	-0.172	1.0
0.134	-1.06	-1.0
-0.882	-0.608	1.0
1.24	0.441	-1.0
-0.7140000000000001	-1.65	-1.0
0.547	1.15	-1.0
-1.47	0.96	-1.0
0.43700000000000006	2.35	-1.0
-0.539	0.292	1.0
0.5429999999999999	0.9129999999999999	-1.0
-1.34	-1.05	1.0
-0.326	0.0769	1.0
0.843	0.634	-1.0
0.452	-0.204	1.0
0.9740000000000001	0.877	-1.0
1.97	0.040999999999999995	-1.0
0.5539999999999999	-0.45399999999999996	1.0
-1.29	-0.264	1.0
-1.18	-0.898	1.0
1.08	1.37	1.0
-1.04	-1.07	-1.0
-0.325	0.9690000000000001	1.0
0.72	0.677	-1.0
0.8029999999999999	0.349	-1.0
-1.58	-0.7979999999999999	1.0
1.3	-0.34600000000000003	-1.0
0.332	-0.69	1.0
-0.0128	-1.27	-1.0
-1.83	0.379	-1.0
-1.21	1.0	-1.0
-0.76	-1.26	-1.0
-0.665	1.61	-1.0
1.12	-0.447	1.0
-0.23	2.0	1.0
-0.17600000000000002	-0.207	1.0
-1.75	-1.92	1.0
-0.599	1.25	-1.0
0.10099999999999999	0.8809999999999999	1.0
-0.298	-1.16	-1.0
1.01	0.257	-1.0
-0.479	0.91	-1.0
-0.428	-0.509	1.0
-1.74	0.36700000000000005	-1.0
0.637	1.25	-1.0
0.008790000000000001	1.47	-1.0
-0.302	-0.11599999999999999	1.0
0.157	0.956	-1.0
-0.617	1.61	-1.0
0.934	0.32	-1.0
-0.226	-1.45	-1.0
-0.667	-0.895	-1.0
-0.0337	-1.36	-1.0
-0.0411	0.32	1.0
-1.78	-0.607	1.0
-0.495	1.31	-1.0
-0.823	0.7290000000000001	-1.0
0.9159999999999999	-0.0255	1.0
1.7	0.0023	-1.0
-0.563	1.29	-1.0
-0.995	-0.507	1.0
-1.39	-0.943	1.0
-1.75	-1.63	1.0
0.742	0.7440000000000001	-1.0
-0.435	-1.53	-1.0
2.27	0.284	-1.0
0.175	-0.887	-1.0
1.17	1.37	-1.0
-1.75	-1.27	1.0
-1.33	0.878	-1.0
-0.23800000000000002	1.74	1.0
0.99	1.02	-1.0
-1.9	0.856	-1.0
-1.64	-1.16	1.0
-0.415	0.46299999999999997	1.0
0.435	0.397	1.0
-0.306	2.28	-1.0
0.569	1.15	-1.0
1.04	-1.17	1.0
-1.28	-1.12	1.0
-1.07	1.3	-1.0
-0.21100000000000002	-0.637	-1.0
-0.10400000000000001	-1.15	-1.0
-0.0169	-0.9390000000000001	-1.0
-1.4	0.247	1.0
-0.897	-0.972	-1.0
-1.68	-0.47200000000000003	1.0
0.655	1.72	1.0
-0.58	-0.579	1.0
0.688	-0.878	1.0
1.55	-0.0054600000000000004	-1.0
-2.25	0.16699999999999998	-1.0
0.252	0.258	1.0
1.54	-0.7490000000000001	-1.0
-1.5	0.0847	1.0
-0.851	-1.26	-1.0
-0.40299999999999997	-0.636	1.0
-0.138	-1.03	-1.0
1.94	1.25	1.0
-0.6509999999999999	1.12	-1.0
-0.562	-1.12	-1.0
1.66	-0.402	-1.0
-1.31	0.239	1.0
-0.0113	-0.78	-1.0
0.0821	-0.39799999999999996	1.0
-0.639	0.68	1.0
-1.49	-0.221	1.0
-0.006	-0.32	1.0
0.782	-0.139	1.0
-1.33	0.897	-1.0
-1.19	-0.774	1.0
0.127	1.94	-1.0
-1.29	-0.23	1.0
0.76	-1.16	1.0
-0.992	-0.0156	1.0
-0.396	1.21	-1.0
-0.665	-1.04	-1.0
1.24	-1.33	1.0
-0.22	-1.12	-1.0
-1.54	0.562	-1.0
-0.159	-0.12	1.0
1.03	-0.805	1.0
-0.625	1.38	-1.0
-1.79	-0.124	1.0
-0.0656	-1.57	-1.0
1.12	-0.9079999999999999	1.0
-1.28	-0.259	1.0
-0.309	1.16	-1.0
-0.625	-0.675	-1.0
-0.752	-0.11699999999999999	1.0
-1.1	0.322	1.0
1.09	1.49	1.0
-0.867	0.214	1.0
0.596	-0.172	1.0
-0.7040000000000001	0.71	-1.0
0.672	1.57	-1.0
1.38	0.698	-1.0
-1.34	0.54	-1.0
0.429	1.94	1.0
0.381	1.61	1.0
0.129	-0.889	-1.0
-1.01	-0.0908	1.0
-0.6509999999999999	-0.528	1.0
0.0439	2.03	1.0
-2.37	-0.01	-1.0
-0.5529999999999999	-0.687	1.0
-1.47	-0.8170000000000001	1.0
1.36	-0.41200000000000003	-1.0
1.92	0.0429	-1.0
-0.6729999999999999	-0.177	1.0
1.32	0.218	-1.0
0.221	0.946	1.0
1.05	0.899	-1.0
0.9420000000000001	0.248	-1.0
-1.7	-1.79	1.0
0.359	1.52	-1.0
-0.977	0.639	1.0
-1.02	-1.19	-1.0
-0.496	1.41	-1.0
1.45	0.273	-1.0
1.16	-1.1	1.0
-0.878	-1.46	-1.0
0.983	0.203	-1.0
0.16699999999999998	-0.7929999999999999	1.0
-1.67	1.1	-1.0
-1.28	-0.47100000000000003	1.0
1.1	0.74	-1.0
0.435	1.31	1.0
-1.41	-0.35700000000000004	1.0
-0.00145	-0.7	1.0
1.5	-0.993	-1.0
-0.248	-1.69	-1.0
-0.8190000000000001	-1.21	-1.0
1.78	0.272	-1.0
-1.04	1.13	-1.0
-0.536	-0.8140000000000001	-1.0
-0.6629999999999999	-1.47	-1.0
0.355	-0.222	1.0
0.486	0.991	-1.0
-1.33	-0.12	1.0
0.975	-1.34	1.0
0.431	1.64	1.0
-0.516	-0.92	1.0
0.0479	-1.06	-1.0
-1.04	-1.08	-1.0
-0.767	-1.2	-1.0
0.613	1.35	-1.0
-0.8340000000000001	-0.258	1.0
0.473	-1.11	1.0
-0.7340000000000001	1.25	-1.0
2.2	1.14	1.0
-0.44299999999999995	1.02	-1.0
-0.568	-0.873	-1.0
-0.452	-0.7170000000000001	1.0
0.14	1.25	-1.0
1.22	0.325	-1.0
2.18	1.13	1.0
1.52	0.315	-1.0
-0.276	-1.19	-1.0
-0.29	0.7	1.0
-1.22	0.177	1.0
0.799	-0.99	1.0
-0.0163	-1.07	-1.0
1.51	-0.355	-1.0
0.431	-1.46	-1.0
-0.264	-1.14	-1.0
1.14	0.607	-1.0
-0.508	-0.6940000000000001	1.0
1.53	0.228	-1.0
2.07	1.37	1.0
1.78	1.01	1.0
-0.0175	-1.21	-1.0
-0.295	-1.27	-1.0
-0.743	0.685	1.0
0.405	-1.2	-1.0
0.35100000000000003	-0.9640000000000001	-1.0
0.192	1.94	1.0
-0.867	1.09	-1.0
1.21	0.752	-1.0
0.545	1.28	-1.0
0.985	0.114	-1.0
-0.544	-0.831	-1.0
1.12	0.293	-1.0
-1.44	-0.47	1.0
-0.077	1.87	1.0
-0.956	1.11	-1.0
1.35	-0.9620000000000001	1.0
0.23399999999999999	-0.413	1.0
-0.861	-1.21	-1.0
0.599	1.14	-1.0
-1.38	-0.826	1.0
-1.37	0.9279999999999999	-1.0
0.395	1.21	-1.0
1.01	-0.43700000000000006	1.0
1.1	-1.17	1.0
0.9990000000000001	-1.12	1.0
-0.381	-0.917	-1.0
0.8170000000000001	-0.941	1.0
0.184	0.5579999999999999	1.0
-0.33399999999999996	-1.34	-1.0
0.9740000000000001	-1.32	1.0
0.655	1.14	-1.0
-0.209	-0.35600000000000004	1.0
-0.511	1.53	-1.0
-0.8909999999999999	-0.617	1.0
0.0545	-1.32	-1.0
0.545	-0.165	1.0
1.29	0.488	-1.0
0.364	-0.26899999999999996	1.0
-1.11	0.308	1.0
-0.42100000000000004	-1.09	-1.0
0.8490000000000001	0.907	-1.0
-1.17	1.08	-1.0
0.629	-0.617	1.0
0.424	0.0533	1.0
0.179	1.87	-1.0
1.36	-0.11699999999999999	-1.0
1.02	0.7290000000000001	-1.0
0.252	-0.389	1.0
-0.5489999999999999	1.03	-1.0
1.27	0.775	-1.0
-0.0192	-1.03	-1.0
-1.31	0.0708	1.0
-0.7190000000000001	0.242	1.0
-0.633	0.257	1.0
-0.491	-1.55	-1.0
-1.84	-0.366	1.0
-0.457	-0.983	-1.0
-0.565	-0.0822	1.0
0.401	-1.31	-1.0
-0.561	-0.787	1.0
-1.74	0.6970000000000001	-1.0
0.745	0.877	-1.0
0.617	1.34	1.0
-1.77	-1.19	1.0
1.88	0.325	-1.0
1.09	0.155	-1.0
0.0899	-1.09	-1.0
0.22899999999999998	0.613	1.0
1.05	-0.655	1.0
-1.15	-0.545	1.0
-0.555	0.9079999999999999	-1.0
1.45	0.21100000000000002	-1.0
0.132	-1.49	-1.0
1.0	0.654	-1.0
-0.48700000000000004	-0.797	-1.0
0.643	-0.35100000000000003	1.0
-0.0744	-0.46299999999999997	1.0
-0.0476	-1.24	-1.0
0.478	0.46	1.0
-0.39799999999999996	-1.28	-1.0
0.335	1.15	-1.0
-0.397	-1.1	-1.0
0.625	1.38	1.0
-0.648	-0.713	1.0
-0.4	-1.15	-1.0
0.762	-0.33399999999999996	1.0
0.13699999999999998	1.94	1.0
-0.726	-1.17	-1.0
-1.13	1.01	-1.0
1.34	-0.632	1.0
-0.0261	-1.38	-1.0
-1.21	-1.22	-1.0
1.55	0.48200000000000004	-1.0
-0.794	1.24	-1.0
0.517	1.46	-1.0
-0.865	1.6	-1.0
-1.57	-0.561	1.0
0.32899999999999996	0.606	-1.0
0.49700000000000005	2.23	-1.0
-0.529	0.365	1.0
-1.82	0.474	-1.0
0.948	0.985	-1.0
-0.488	-1.31	-1.0
1.46	-1.06	1.0
-1.67	0.88	-1.0
2.4	1.2	1.0
1.57	-0.909	1.0
-0.14400000000000002	1.68	-1.0
0.12300000000000001	-0.28300000000000003	1.0
-1.23	-0.977	-1.0
-1.69	0.614	-1.0
1.71	-0.945	-1.0
-0.135	-1.1	-1.0
-1.35	-0.57	1.0
-0.0117	-1.34	-1.0
1.31	0.151	-1.0
0.983	0.611	-1.0
-1.52	-0.00335	1.0
0.976	1.24	-1.0
0.0271	1.83	1.0
-1.4	0.98	-1.0
-0.45	-0.9279999999999999	-1.0
-2.09	0.604	-1.0
0.455	0.877	-1.0
0.193	1.72	-1.0
-0.304	1.5	-1.0
-1.98	-0.655	1.0
-0.0237	-1.0	-1.0
-0.184	-1.4	-1.0
0.45799999999999996	-0.157	1.0
-1.45	-1.22	1.0
-0.152	-1.11	-1.0
-0.0208	1.76	1.0
1.31	0.20800000000000002	-1.0
-1.06	-1.54	-1.0
-1.24	0.1	1.0
0.715	1.3	-1.0
-1.77	-0.455	1.0
0.75	1.63	1.0
1.12	0.42200000000000004	-1.0
1.88	-1.13	-1.0
0.894	-0.742	1.0
0.7559999999999999	-0.0709	1.0
-0.7340000000000001	0.8809999999999999	-1.0
0.301	-1.29	-1.0
0.426	0.19399999999999998	1.0
-1.93	0.96	-1.0
0.258	0.48200000000000004	1.0
0.272	-1.6	-1.0
0.19399999999999998	-1.27	-1.0
-2.28	-1.02	1.0
-1.55	-0.61	1.0
-1.36	-0.324	1.0
0.8690000000000001	0.5760000000000001	-1.0
1.59	-0.111	-1.0
-0.424	0.0207	1.0
0.621	1.32	1.0
-0.0367	-0.14400000000000002	1.0
0.735	0.932	-1.0
1.74	0.195	-1.0
-0.48200000000000004	0.0903	1.0
-0.201	1.35	-1.0
-0.0882	1.17	-1.0
0.831	1.35	-1.0
0.762	0.344	-1.0
0.777	0.312	-1.0
0.813	1.06	-1.0
-0.507	1.89	-1.0
0.163	-1.08	-1.0
-0.9	0.858	-1.0
1.88	-0.289	-1.0
0.273	1.79	-1.0
1.47	-0.531	-1.0
-0.8140000000000001	0.23	1.0
-0.42200000000000004	-0.24100000000000002	1.0
0.996	1.46	1.0
0.0432	-1.39	-1.0
0.591	-0.42700000000000005	1.0
-0.698	-0.726	1.0
-0.536	1.19	-1.0
-0.53	0.10099999999999999	1.0
0.494	1.18	-1.0
-0.305	0.19399999999999998	1.0
0.0878	-1.08	-1.0
-0.752	0.342	1.0
0.135	0.0532	1.0
-0.0461	1.65	-1.0
1.29	0.0437	-1.0
-0.534	-1.23	-1.0
-0.26899999999999996	1.37	-1.0
-0.8029999999999999	-1.09	-1.0
0.915	1.15	-1.0
0.6759999999999999	0.925	-1.0
1.28	0.373	-1.0
-0.6990000000000001	-0.359	1.0
-0.222	0.259	1.0
-1.6	-1.44	1.0
-0.665	0.35700000000000004	1.0
-0.615	-0.97	-1.0
0.938	-0.255	1.0
-0.9259999999999999	0.9159999999999999	-1.0
-0.8540000000000001	-0.379	1.0
-0.611	-1.28	-1.0
-1.01	0.35700000000000004	1.0
-1.19	1.14	-1.0
-0.728	-0.76	1.0
-0.768	-0.909	-1.0
-0.17300000000000001	1.59	-1.0
0.22899999999999998	1.63	-1.0
0.513	0.741	-1.0
-0.0773	-1.22	-1.0
-0.114	-1.5	-1.0
-1.3	0.6509999999999999	1.0
0.5	0.762	1.0
-1.15	-0.562	1.0
0.884	-0.7659999999999999	1.0
-0.83	-1.08	-1.0
-1.6	-1.32	1.0
0.7809999999999999	0.9109999999999999	-1.0
-1.32	0.0399	1.0
0.6729999999999999	2.52	-1.0
-0.855	1.22	-1.0
0.0893	-1.1	-1.0
-1.52	-0.993	1.0
-0.355	1.28	-1.0
0.273	-1.45	-1.0
-1.27	-0.688	1.0
0.157	-0.652	1.0
-1.18	1.17	-1.0
-0.736	-1.14	-1.0
0.603	0.145	1.0
0.722	0.368	-1.0
-0.38	-1.27	-1.0
1.66	-0.384	-1.0
-0.11800000000000001	-1.26	-1.0
0.6890000000000001	-0.187	1.0
-0.8859999999999999	-1.27	-1.0
-1.47	0.52	-1.0
1.07	0.6679999999999999	-1.0
-1.94	-0.7609999999999999	1.0
0.41	1.01	-1.0
-0.78	-1.37	-1.0
0.344	1.38	1.0
0.22	-1.36	-1.0
-0.621	1.11	-1.0
0.7070000000000001	1.37	-1.0
0.196	1.76	-1.0
0.44	-0.9359999999999999	-1.0
1.37	0.21899999999999997	-1.0
0.284	1.86	-1.0
1.45	0.16899999999999998	-1.0
0.941	1.46	-1.0
-0.275	-1.6	-1.0
-1.5	0.282	1.0
0.121	0.21899999999999997	1.0
-1.87	0.373	-1.0
-1.51	-0.626	1.0
1.41	0.319	-1.0
0.919	0.7979999999999999	-1.0
0.5329999999999999	1.76	-1.0
0.845	0.0071400000000000005	1.0
-0.203	1.26	-1.0
-0.52	1.35	-1.0
-0.0696	-0.8959999999999999	-1.0
-0.914	0.317	1.0
-0.688	-1.14	-1.0
1.07	0.39899999999999997	-1.0
-0.41100000000000003	-1.34	-1.0
0.924	0.861	-1.0
-0.9009999999999999	-1.13	-1.0
1.55	-0.0305	-1.0
1.15	0.565	-1.0
-0.5720000000000001	1.16	-1.0
0.155	1.88	-1.0
1.43	-0.816	1.0
-0.858	-1.2	-1.0
-0.0652	0.631	1.0
0.16	-0.616	1.0
-1.53	0.501	-1.0
-1.45	-1.14	1.0
-0.113	2.13	1.0
-0.24100000000000002	-0.374	1.0
-0.49	-1.45	-1.0
-0.861	-0.972	-1.0
1.14	0.212	-1.0
-0.44	-1.3	-1.0
-0.98	-1.49	-1.0
-1.69	-0.17600000000000002	1.0
0.84	1.42	-1.0
-0.972	0.473	1.0
-0.6679999999999999	0.919	-1.0
0.732	0.493	-1.0
0.535	1.46	1.0
-1.4	-0.183	1.0
1.26	0.305	-1.0
-0.996	-0.9840000000000001	1.0
-0.534	-1.4	-1.0
0.733	0.9259999999999999	-1.0
0.5870000000000001	0.0331	1.0
0.0125	-0.665	-1.0
0.835	1.24	-1.0
-0.9420000000000001	-1.15	-1.0
0.0368	-0.239	1.0
1.5	1.5	1.0
-0.7440000000000001	-1.39	-1.0
-0.47200000000000003	0.267	1.0
0.304	1.61	-1.0
-0.0439	0.305	1.0
-1.96	-1.09	1.0
1.31	0.17	-1.0
-1.78	-0.253	1.0
-1.21	0.9179999999999999	-1.0
0.457	0.191	1.0
0.998	0.37	-1.0
0.513	1.5	-1.0
-0.7140000000000001	-0.161	1.0
0.0722	1.8	-1.0
1.33	-0.0673	-1.0
0.508	-0.331	1.0
0.862	-1.24	1.0
0.65	1.86	-1.0
1.74	-0.14300000000000002	-1.0
0.41700000000000004	-1.54	-1.0
0.466	0.281	1.0
1.73	0.9790000000000001	1.0
-0.314	-0.72	-1.0
0.0981	0.465	1.0
-1.08	1.01	-1.0
2.37	1.07	1.0
0.14300000000000002	-0.7859999999999999	-1.0
0.032	-1.5	-1.0
0.7390000000000001	2.14	-1.0
0.396	1.81	1.0
0.5379999999999999	1.38	-1.0
0.0325	-1.46	-1.0
-0.391	1.32	-1.0
-0.695	1.08	-1.0
-1.84	-0.846	1.0
-0.8240000000000001	1.1	-1.0
1.16	-1.24	1.0
0.7	1.14	-1.0
-0.17	1.18	-1.0
-0.0932	0.47200000000000003	1.0
0.16399999999999998	-1.18	-1.0
0.44299999999999995	1.54	-1.0
-1.22	0.0836	1.0
-0.188	-1.27	-1.0
0.109	-0.522	1.0
1.62	1.19	1.0
-0.853	0.358	1.0
-1.69	-1.14	1.0
0.725	-0.99	1.0
0.25	-1.1	-1.0
-1.22	0.569	1.0
0.627	0.125	-1.0
-0.0699	-1.2	-1.0
0.594	1.8	-1.0
-0.9009999999999999	-1.56	-1.0
1.02	0.0975	-1.0
-0.149	-0.0185	1.0
-0.226	-1.09	-1.0
1.11	0.685	-1.0
-0.301	1.69	-1.0
0.47100000000000003	-0.445	1.0
-0.8270000000000001	1.23	-1.0
-0.672	-0.0414	1.0
0.606	-0.877	-1.0
-0.64	0.705	1.0
0.14	-0.8	-1.0
0.425	-1.21	-1.0
0.966	-0.19899999999999998	1.0
1.06	0.629	-1.0
0.8390000000000001	-1.15	1.0
0.379	1.74	-1.0
0.603	-1.0	-1.0
-0.46299999999999997	-1.2	-1.0
1.18	1.42	1.0
1.09	-1.12	1.0
0.9	-1.36	1.0
1.11	-1.1	1.0
1.46	-0.111	-1.0
0.242	0.34700000000000003	1.0
0.669	0.98	-1.0
-1.2	-0.826	1.0
-1.13	0.9279999999999999	-1.0
-0.799	1.11	-1.0
-0.10800000000000001	1.7	-1.0
-1.18	0.6920000000000001	-1.0
-0.787	-0.113	1.0
-0.41200000000000003	-0.6890000000000001	-1.0
-0.452	0.524	1.0
0.29	-0.515	1.0
-0.518	-0.914	-1.0
-1.1	0.419	1.0
1.34	1.44	1.0
-1.46	0.594	-1.0
-0.613	1.1	-1.0
1.5	0.0442	-1.0
1.34	-0.0272	-1.0
-0.146	-0.8690000000000001	-1.0
0.0726	-1.31	-1.0
-0.198	-0.6609999999999999	1.0
-0.0776	-1.35	-1.0
-1.22	-0.68	1.0
1.17	0.40700000000000003	-1.0
1.34	0.0998	-1.0
1.25	-1.25	1.0
0.7120000000000001	1.49	1.0
-0.516	-0.915	-1.0
-1.63	0.728	-1.0
-0.514	-1.21	-1.0
1.12	0.8220000000000001	-1.0
-0.076	-1.12	-1.0
-0.6779999999999999	-0.41700000000000004	1.0
-0.897	-1.04	-1.0
1.12	0.375	-1.0
